instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_INDEX|NIFTY IND DIGITAL,,,NIFTY IND DIGITAL,7621.35,,,,,INDEX,,NSE_INDEX
NSE_INDEX|Nifty Tata 25 Cap,,,Nifty Tata 25 Cap,16019.9,,,,,INDEX,,NSE_INDEX
NSE_INDEX|Nifty Multi Mfg,,,Nifty Multi Mfg,12992.75,,,,,INDEX,,NSE_INDEX
NSE_INDEX|NIFTY OIL AND GAS,,,NIFTY OIL AND GAS,11635.3,,,,,INDEX,,NSE_INDEX
NSE_INDEX|Nifty MidSml Hlth,,,Nifty MidSml Hlth,32965.9,,,,,INDEX,,NSE_INDEX
NSE_INDEX|Nifty Multi Infra,,,Nifty Multi Infra,12805.6,,,,,INDEX,,NSE_INDEX
NSE_EQ|INE144J01027,16921,20MICRONS,20 MICRONS LTD,173.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE253B01015,7750,21STCENMGM,21ST CENTURY MGMT SERVICE,44.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE466L01038,13061,360ONE,360 ONE WAM LIMITED,823.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE748C01038,6232,3IINFOLTD,3I INFOTECH LIMITED,38.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE470A01017,474,3MINDIA,3M INDIA LIMITED,30692.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE105C01023,2595,3PLAND,3P LAND HOLDINGS LIMITED,30.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE768P01012,5621,3RDROCK,3RD ROCK MULTIMEDIA LTD,,,,0.05,5200,EQUITY,,NSE_EQ
NSE_EQ|INE618L01018,445,5PAISA,5PAISA CAPITAL LIMITED,534.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE111B01023,11868,63MOONS,63 MOONS TECHNOLOGIES LTD,398.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE619I01012,20910,A2ZINFRA,A2Z INFRA ENGINEERING LTD,15.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0D0U01013,12542,AAATECH,AAA TECHNOLOGIES LIMITED,117.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE883F01010,23729,AADHARHFC,AADHAR HOUSING FINANCE L,341.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0L6807120,22654,AAFS27A,AAFS MKT LINK2027SRCAR D,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0L6807146,23628,AAFS27B,AAFS MARKET LINK2027 SRJ,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0L6807153,23669,AAFS27B,AAFS MARKET LINKED 2027,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0L6808037,22927,AAFS34,AAFS MARKET LINK2034 SRB,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0L6808045,23671,AAFS34A,AAFS MARKET LINKED 2034,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE087Z01024,235,AAKASH,AAKASH EXPLORATION SER L,12.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE198H01019,5248,AAREYDRUGS,AAREY DRUGS & PHARM LTD,49.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE721Z01010,1030,AARON,AARON INDUSTRIES LIMITED,270.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE01C001018,17164,AARTECH,AARTECH SOLONICS LIMITED,215.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE767A01016,4481,AARTIDRUGS,AARTI DRUGS LTD.,492.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE769A01020,7,AARTIIND,AARTI INDUSTRIES LTD,621.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0LRU01027,13868,AARTIPHARM,AARTI PHARMALABS LIMITED,597.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE09EO01013,19233,AARTISURF,AARTI SURFACTANTS LIMITED,664.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE09EO04017,12121,AARTISURF,AARTI SURFACTANTS LIMITED,199.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE273D01019,13771,AARVEEDEN,AARVEE DEN. & EXP. LTD,25.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE754X01016,19073,AARVI,AARVI ENCON LIMITED,140.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0OB201016,16961,AATMAJ,AATMAJ HEALTHCARE LIMITED,39.95,,,0.05,2000,EQUITY,,NSE_EQ
NSE_EQ|INE216P01012,5385,AAVAS,AAVAS FINANCIERS LIMITED,1619.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE421A01028,7759,ABAN,ABAN OFFSHORE LTD.,62.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE117A01022,13,ABB,ABB INDIA LIMITED,8422.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE358A01014,17903,ABBOTINDIA,ABBOTT INDIA LIMITED,26192.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE674K01013,21614,ABCAPITAL,ADITYA BIRLA CAPITAL LTD.,228.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE08PH01015,7787,ABCOTS,A B COTSPIN INDIA LIMITED,225,,,0.05,500,EQUITY,,NSE_EQ
NSE_EQ|INE860H07IR8,19323,ABFL26,SEC RE NCD SR II,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE860H07IU2,19335,ABFL28,SEC RE NCD SR IV,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE860H07IX6,22909,ABFRESET27,ABFL FBIL LINK2027 SR K3,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE647O01011,30108,ABFRL,ADITYA BIRLA FASHION & RT,290.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE00YB01017,11022,ABINFRA,A B INFRABUILD LIMITED,55,,,0.05,2000,EQUITY,,NSE_EQ
NSE_EQ|INE251C01025,5549,ABMINTLLTD,ABM INTERNATIONAL LTD,64.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE982R01015,8588,ABNINT,A B N INTERCORP LIMITED,,,,0.05,5000,EQUITY,,NSE_EQ
NSE_EQ|INE404A01024,6018,ABSLAMC,ADIT BIRL SUN LIF AMC LTD,526.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB17D5,13987,ABSLBANETF,BIRLASLAMC - ABSLBANETF,49.57,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB12A2,4962,ABSLFTTIDG,BIRLASLAMC - ABSLFTTIDG,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB13A0,4964,ABSLFTTIDN,BIRLASLAMC - ABSLFTTIDN,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB10A6,4969,ABSLFTTIRG,BIRLASLAMC - ABSLFTTIRG,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB11A4,4972,ABSLFTTIRN,BIRLASLAMC - ABSLFTTIRN,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB16A3,5104,ABSLFTTJDG,BIRLASLAMC - ABSLFTTJDG,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB17A1,5105,ABSLFTTJDN,BIRLASLAMC - ABSLFTTJDN,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB14A8,5106,ABSLFTTJRG,BIRLASLAMC - ABSLFTTJRG,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB15A5,5107,ABSLFTTJRN,BIRLASLAMC - ABSLFTTJRN,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB14H3,8676,ABSLFTTQDG,BIRLASLAMC - ABSLFTTQDG,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB12H7,8677,ABSLFTTQRG,BIRLASLAMC - ABSLFTTQRG,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB13H5,8678,ABSLFTTQRN,BIRLASLAMC - ABSLFTTQRN,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB18P7,13228,ABSLFTUBDG,BIRLASLAMC - ABSLFTUBDG,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB16P1,13234,ABSLFTUBRG,BIRLASLAMC - ABSLFTUBRG,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB17P9,13235,ABSLFTUBRN,BIRLASLAMC - ABSLFTUBRN,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB13V6,14794,ABSLFTUJDG,BIRLASLAMC - ABSLFTUJDG,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB14V4,14795,ABSLFTUJDN,BIRLASLAMC - ABSLFTUJDN,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB11V0,14802,ABSLFTUJRG,BIRLASLAMC - ABSLFTUJRG,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB12V8,14804,ABSLFTUJRN,BIRLASLAMC - ABSLFTUJRN,,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB18T9,14518,ABSLLIQUID,BIRLASLAMC - ABSLLIQUID,1000,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB16D7,7339,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,71.62,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF209KB19Z4,23806,ABSLPSE,BIRLASLAMC-ABSLPSE,11.01,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0QRV01016,23786,ABSMARINE,ABS MARINE SERVICES LTD,241.75,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE012A01025,22,ACC,ACC LIMITED,2609.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE793A01012,7053,ACCELYA,ACCELYA SOLN INDIA LTD,1633.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0Q5D01013,20488,ACCENTMIC,ACCENT MICROCELL LIMITED,287.55,,,0.05,500,EQUITY,,NSE_EQ
NSE_EQ|INE113X01015,21217,ACCORD,ACCORD SYNERGY LIMITED,,,,0.05,2000,EQUITY,,NSE_EQ
NSE_EQ|INE648Z01023,1465,ACCURACY,ACCURACY SHIPPING LIMITED,8.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE731H01025,13587,ACE,ACTION CONST EQUIP LTD,1451.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE543V01017,11779,ACEINTEG,ACE INTEGRATED SOLU. LTD.,33.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE128X01021,12024,ACI,ARCHEAN CHEMICAL IND LTD,625.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE666E01020,15420,ACL,ANDHRA CEMENTS LIMITED,90,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE152B01027,13688,ACLGATI,ALLCARGO GATI LIMITED,104.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0P4T01013,19579,ACSAL,ARVIND AND COMPANY,,,,0.05,3000,EQUITY,,NSE_EQ
NSE_EQ|INE931S01010,10217,ADANIENSOL,ADANI ENERGY SOLUTION LTD,1106.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE423A01024,25,ADANIENT,ADANI ENTERPRISES LIMITED,3384.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE364U01010,3563,ADANIGREEN,ADANI GREEN ENERGY LTD,1926.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE742F01042,15083,ADANIPORTS,ADANI PORT & SEZ LTD,1416.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE814H01011,17388,ADANIPOWER,ADANI POWER LTD,707,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE982B01027,19761,ADFFOODS,ADF FOODS LIMITED,221.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0CHO01012,245,ADL,ARCHIDPLY DECOR LIMITED,84.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE045A01017,34,ADORWELD,ADOR WELDING LTD,1389.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE737B01033,4953,ADROITINFO,ADROIT INFOTECH LIMITED,19.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE102I01027,14813,ADSL,ALLIED DIGITAL SERV. LTD,151.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE199C01026,14745,ADVANIHOTR,ADVANI HOT.& RES.(I) LTD,75.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE837H01020,18039,ADVENZYMES,ADVANCED ENZYME TECH LTD,373.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE208C01025,40,AEGISCHEM,AEGIS LOGISTICS LIMITED,710.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE024001021,18268,AEROFLEX,AEROFLEX INDUSTRIES LTD,138.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0BWX01014,9810,AETHER,AETHER INDUSTRIES LIMITED,819.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE00WC01027,11343,AFFLE,AFFLE (INDIA) LIMITED,1227.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE204E01012,3389,AGARIND,AGARWAL INDS CORP LTD.,925.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0MLA01012,14267,AGARWALFT,AGARWAL FLOAT GLASS I LTD,,,,0.05,3000,EQUITY,,NSE_EQ
NSE_EQ|INE415A01038,1412,AGI,AGI GREENPAC LIMITED,686.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0LF301013,10491,AGNI,AGNI GREEN POWER LTD,60,,,0.05,2500,EQUITY,,NSE_EQ
NSE_EQ|INE449G01018,11072,AGRITECH,AGRI-TECH (INDIA) LIMITED,193.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE740V01019,9046,AGROPHOS,AGRO PHOS INDIA LIMITED,45.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE583L01014,7927,AGSTRA,AGS TRANSACT TECH LTD,75.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0O6N01012,15147,AGUL,A G UNIVERSAL LIMITED,,,,0.05,2000,EQUITY,,NSE_EQ
NSE_EQ|INE136T01014,10770,AHIMSA,AHIMSA INDUSTRIES LTD.,15.65,,,0.05,6000,EQUITY,,NSE_EQ
NSE_EQ|INE00ZE01026,13288,AHL,ABANS HOLDINGS LIMITED,416.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE00PV01013,2004,AHLADA,AHLADA ENGINEERS LIMITED,126.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE926K01017,19438,AHLEAST,ASIAN HOTELS (EAST) LTD,143.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE758C01029,17833,AHLUCONT,AHLUWALIA CONT IND LTD,1277.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE212H01026,13086,AIAENG,AIA ENGINEERING LIMITED,3736.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE206F01022,23553,AIIL,AUTHUM INVEST & INFRA LTD,867.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0CAJ01017,4654,AILIMITED,ABHISHEK INTEGRATIONS LTD,61.75,,,0.05,3000,EQUITY,,NSE_EQ
NSE_EQ|INE645W01026,9897,AIRAN,AIRAN LIMITED,24.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE801L01010,6068,AIROLAM,AIRO LAM LIMITED,149.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN9397D01014,6435,AIRTELPP,AIRTEL RS. 1.25 PPD UP,990.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE635Y01015,483,AISL,ANI INTEGRATED SERV LTD.,153.95,,,0.05,1200,EQUITY,,NSE_EQ
NSE_EQ|INE031B01049,8124,AJANTPHARM,AJANTA PHARMA LIMITED,2422.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE298G01027,17307,AJMERA,AJMERA REALTY & INF I LTD,703.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE820Y01021,3403,AJOONI,AJOONI BIOTECH LIMITED,6.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE820Y20021,23770,AJOONI-RE1,AJOONI BIOTECH LIMITED,0.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0PCY01014,21121,AKANKSHA,AKANKSHA POWER N INFRA L,86.25,,,0.05,2000,EQUITY,,NSE_EQ
NSE_EQ|INE737W01013,13510,AKASH,AKASH INFRA-PROJECTS LTD,37.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE00Y801016,2176,AKG,AKG EXIM LIMITED,21.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE642Z01026,14890,AKI,AKI INDIA LIMITED,23.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE256Z01025,9560,AKSHAR,AKSHAR SPINTEX LIMITED,2.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE542B01011,20178,AKSHARCHEM,AKSHARCHEM INDIA LIMITED,276.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE523B01011,8595,AKSHOPTFBR,AKSH OPTIFIBRE  LTD,9.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE133A01011,1467,AKZOINDIA,AKZO NOBEL INDIA LIMITED,2572.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE914E01040,9921,ALANKIT,ALANKIT LIMITED,21.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE155C01010,17256,ALBERTDAVD,ALBERT DAVID LIMITED,1161.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE426A01027,79,ALEMBICLTD,ALEMBIC LIMITED,103.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE062D01024,13656,ALICON,ALICON CASTALLOY LIMITED,1121.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE773I01017,16959,ALKALI,ALKALI METALS LTD,119.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE540L01014,11703,ALKEM,ALKEM LABORATORIES LTD.,5451.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE150B01039,4487,ALKYLAMINE,ALKYL AMINES CHEM. LTD,1960.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE418H01029,13501,ALLCARGO,ALLCARGO LOGISTICS LTD,70.4,,,0.05,1,EQUITY,,NSE_EQ
